"2025-04-07_15h55m29s,05m",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"-0,401746377","1,88044E-06","7,70689E-06","1,15734E-08","1,15905E-08","2,15943E-06","2,63365E-06","1,35122E-06","1,12984E-08","1,12402E-08","1,36241E-06","1,81501E-06","3,70377E-06","2,23853E-06","3,08355E-06","1,19543E-08","4,12052E-06","9,89196E-07","5,71975E-06","3,03413E-06","2,14693E-06"
"-0,399742454","1,87289E-06","7,6926E-06","1,14592E-08","1,14228E-08","2,15075E-06","2,62172E-06","1,34724E-06","1,13845E-08","1,13908E-08","1,35754E-06","1,80652E-06","3,68756E-06","2,22879E-06","3,06802E-06","1,18309E-08","4,102E-06","9,84876E-07","5,69862E-06","3,02154E-06","2,13899E-06"
"-0,397738532","1,86535E-06","7,67816E-06","1,13546E-08","1,12691E-08","2,14207E-06","2,6098E-06","1,34325E-06","1,1465E-08","1,1529E-08","1,35265E-06","1,79804E-06","3,67132E-06","2,21904E-06","3,05257E-06","1,17173E-08","4,0835E-06","9,80579E-07","5,67744E-06","3,00898E-06","2,13106E-06"
"-0,395734609","1,85782E-06","7,66358E-06","1,12599E-08","1,11295E-08","2,1334E-06","2,59789E-06","1,33926E-06","1,15398E-08","1,16549E-08","1,34775E-06","1,78959E-06","3,65507E-06","2,20927E-06","3,03723E-06","1,16133E-08","4,06502E-06","9,76307E-07","5,6562E-06","2,99645E-06","2,12313E-06"
"-0,393730687","1,8503E-06","7,64885E-06","1,11748E-08","1,1004E-08","2,12474E-06","2,58599E-06","1,33525E-06","1,1609E-08","1,17683E-08","1,34282E-06","1,78117E-06","3,63881E-06","2,19949E-06","3,02199E-06","1,15191E-08","4,04656E-06","9,72059E-07","5,63492E-06","2,98393E-06","2,1152E-06"
"-0,391726764","1,84278E-06","7,63397E-06","1,10996E-08","1,08926E-08","2,11608E-06","2,57409E-06","1,33124E-06","1,16724E-08","1,18693E-08","1,33788E-06","1,77277E-06","3,62253E-06","2,18969E-06","3,00685E-06","1,14345E-08","4,02812E-06","9,67836E-07","5,61358E-06","2,97143E-06","2,10727E-06"
"-0,389722841","1,83526E-06","7,61895E-06","1,1034E-08","1,07952E-08","2,10742E-06","2,56221E-06","1,32722E-06","1,17301E-08","1,19579E-08","1,33292E-06","1,76439E-06","3,60623E-06","2,17988E-06","2,9918E-06","1,13596E-08","4,0097E-06","9,63636E-07","5,59218E-06","2,95896E-06","2,09934E-06"
"-0,387718919","1,82776E-06","7,60377E-06","1,09782E-08","1,07119E-08","2,09877E-06","2,55034E-06","1,32319E-06","1,17821E-08","1,20341E-08","1,32794E-06","1,75603E-06","3,58992E-06","2,17005E-06","2,97685E-06","1,12945E-08","3,9913E-06","9,59461E-07","5,57073E-06","2,94651E-06","2,09142E-06"
"-0,385714996","1,82026E-06","7,58845E-06","1,09322E-08","1,06427E-08","2,09012E-06","2,53847E-06","1,31916E-06","1,18285E-08","1,20979E-08","1,32295E-06","1,7477E-06","3,5736E-06","2,16021E-06","2,96201E-06","1,1239E-08","3,97291E-06","9,5531E-07","5,54923E-06","2,93407E-06","2,0835E-06"
"-0,383711073","1,81277E-06","7,57299E-06","1,08959E-08","1,05876E-08","2,08148E-06","2,52662E-06","1,31512E-06","1,18691E-08","1,21493E-08","1,31793E-06","1,73939E-06","3,55726E-06","2,15035E-06","2,94726E-06","1,11932E-08","3,95455E-06","9,51183E-07","5,52768E-06","2,92166E-06","2,07558E-06"
"-0,381707151","1,80529E-06","7,55737E-06","1,08693E-08","1,05466E-08","2,07284E-06","2,51478E-06","1,31107E-06","1,19041E-08","1,21882E-08","1,3129E-06","1,73111E-06","3,5409E-06","2,14047E-06","2,93261E-06","1,11571E-08","3,9362E-06","9,47081E-07","5,50607E-06","2,90928E-06","2,06766E-06"
"-0,379703228","1,79781E-06","7,54161E-06","1,08525E-08","1,05196E-08","2,0642E-06","2,50294E-06","1,30701E-06","1,19334E-08","1,22148E-08","1,30784E-06","1,72285E-06","3,52453E-06","2,13058E-06","2,91806E-06","1,11307E-08","3,91787E-06","9,43003E-07","5,48442E-06","2,89691E-06","2,05975E-06"
"-0,377699305","1,79034E-06","7,52571E-06","1,08455E-08","1,05068E-08","2,05557E-06","2,49112E-06","1,30294E-06","1,19569E-08","1,2229E-08","1,30277E-06","1,71461E-06","3,50814E-06","2,12067E-06","2,9036E-06","1,1114E-08","3,89956E-06","9,38949E-07","5,4627E-06","2,88456E-06","2,05184E-06"
"-0,375695383","1,78287E-06","7,50965E-06","1,08481E-08","1,0508E-08","2,04695E-06","2,4793E-06","1,29887E-06","1,19748E-08","1,22307E-08","1,29768E-06","1,7064E-06","3,49174E-06","2,11075E-06","2,88925E-06","1,11069E-08","3,88127E-06","9,34919E-07","5,44094E-06","2,87224E-06","2,04393E-06"
"-0,37369146","1,77542E-06","7,49345E-06","1,08606E-08","1,05233E-08","2,03833E-06","2,4675E-06","1,29478E-06","1,1987E-08","1,22201E-08","1,29257E-06","1,69821E-06","3,47533E-06","2,10081E-06","2,87499E-06","1,11096E-08","3,863E-06","9,30913E-07","5,41912E-06","2,85994E-06","2,03602E-06"
"-0,371687538","1,76797E-06","7,4771E-06","1,08827E-08","1,05527E-08","2,02971E-06","2,4557E-06","1,29069E-06","1,19935E-08","1,21971E-08","1,28745E-06","1,69004E-06","3,45889E-06","2,09086E-06","2,86084E-06","1,1122E-08","3,84475E-06","9,26932E-07","5,39725E-06","2,84766E-06","2,02811E-06"
"-0,369683615","1,76052E-06","7,4606E-06","1,09147E-08","1,05961E-08","2,0211E-06","2,44391E-06","1,28659E-06","1,19943E-08","1,21616E-08","1,2823E-06","1,6819E-06","3,44245E-06","2,08089E-06","2,84678E-06","1,1144E-08","3,82652E-06","9,22975E-07","5,37532E-06","2,8354E-06","2,02021E-06"
"-0,367679692","1,75308E-06","7,44396E-06","1,09563E-08","1,06536E-08","2,01249E-06","2,43214E-06","1,28249E-06","1,19894E-08","1,21137E-08","1,27714E-06","1,67378E-06","3,42598E-06","2,07091E-06","2,83282E-06","1,11758E-08","3,80831E-06","9,19042E-07","5,35334E-06","2,82316E-06","2,01231E-06"
"-0,36567577","1,74565E-06","7,42717E-06","1,10077E-08","1,07253E-08","2,00389E-06","2,42037E-06","1,27837E-06","1,19789E-08","1,20535E-08","1,27196E-06","1,66568E-06","3,40951E-06","2,06091E-06","2,81896E-06","1,12172E-08","3,79011E-06","9,15134E-07","5,33131E-06","2,81094E-06","2,00441E-06"
