Variable Source,dev1,dev2,dev3,dev4,dev5,dev6,dev7,dev8,dev9,dev10,dev11,dev12,dev13,dev14,dev15,dev16,dev17,Dev 18,Dev 19,Dev 20
"-0,49993858631900023300","0,00000197942491808568","0,00000001941586987100","0,00000030733805369683","0,00000000945770957512","0,00000001055459678515","0,00000011548200773855","0,00000003785393739192","0,00000337888020335384","0,00000215878114551374","0,00000290823270432408","0,00000164193152524274","0,00000246570046677922","0,00000001027333759423","0,00000251076151874906","0,00000001050083077718","0,00000098882099805152","0,00000555689601894333","0,00000186723259872821","0,00000544052008072568","0,00000077038182901341"
"-0,49793466368168559600","0,00000197838352264045","0,00000001940157188963","0,00000030606932533466","0,00000000950605694736","0,00000001040745660394","0,00000011473924926581","0,00000003759216819667","0,00000336748225797799","0,00000215174147831731","0,00000290019051818812","0,00000164020081250772","0,00000246494426533138","0,00000001048490273825","0,00000250538717310559","0,00000001061065479590","0,00000098538629832550","0,00000555762443777835","0,00000186527544496917","0,00000542659358818747","0,00000076841496434567"
"-0,49593074104437096000","0,00000197732731284545","0,00000001938606662475","0,00000030480848755933","0,00000000955596226770","0,00000001027280124110","0,00000011401754983712","0,00000003734068061414","0,00000335607465454931","0,00000214467043454703","0,00000289207847944233","0,00000163834052263702","0,00000246411430438260","0,00000001068409867710","0,00000249995384624010","0,00000001071429545136","0,00000098193081134008","0,00000555809893211023","0,00000186323497525674","0,00000541252793404383","0,00000076644469212318"
"-0,49392681840705632300","0,00000197625628870067","0,00000001936935407636","0,00000030355554037084","0,00000000960742553614","0,00000001015063069666","0,00000011331690945249","0,00000003709947464433","0,00000334465739306783","0,00000213756801420291","0,00000288389658808670","0,00000163635065563066","0,00000246321058393286","0,00000001087092541078","0,00000249446153815258","0,00000001081175274356","0,00000097845453709528","0,00000555831950193897","0,00000186111118959091","0,00000539832311829477","0,00000076447101234593"
"-0,49192289576974174100","0,00000197517045020613","0,00000001935143424446","0,00000030231048376920","0,00000000966044675267","0,00000001004094497060","0,00000011263732811192","0,00000003686855028724","0,00000333323047353353","0,00000213043421728495","0,00000287564484412124","0,00000163423121148862","0,00000246223310398217","0,00000001104538293929","0,00000248891024884305","0,00000001090302667251","0,00000097495747559108","0,00000555828614726456","0,00000185890408797167","0,00000538397914094028","0,00000076249392501392"
"-0,48991897313242710500","0,00000197406979736180","0,00000001933230712906","0,00000030107331775439","0,00000000971502591729","0,00000000994374406293","0,00000011197880581540","0,00000003664790754287","0,00000332179389594641","0,00000212326904379314","0,00000286732324754594","0,00000163198219021091","0,00000246118186453054","0,00000001120747126263","0,00000248329997831149","0,00000001098811723821","0,00000097143962682749","0,00000555799886808700","0,00000185661367039904","0,00000536949600198037","0,00000076051343012716"
"-0,48791505049511246800","0,00000197295433016771","0,00000001931197273014","0,00000029984404232644","0,00000000977116303001","0,00000000985902797364","0,00000011134134256294","0,00000003643754641121","0,00000331034766030648","0,00000211607249372749","0,00000285893179836080","0,00000162960359179752","0,00000246005686557796","0,00000001135719038081","0,00000247763072655791","0,00000001106702444065","0,00000096790099080451","0,00000555745766440630","0,00000185423993687300","0,00000535487370141502","0,00000075852952768563"
"-0,48591112785779783100","0,00000197182404862384","0,00000001929043104771","0,00000029862265748532","0,00000000982885809082","0,00000000978679670275","0,00000011072493835454","0,00000003623746689228","0,00000329889176661374","0,00000210884456708799","0,00000285047049656583","0,00000162709541624846","0,00000245885810712442","0,00000001149454029381","0,00000247190249358231","0,00000001113974827983","0,00000096434156752214","0,00000555666253622246","0,00000185178288739356","0,00000534011223924426","0,00000075654221768935"
"-0,48390720522048319400","0,00000197067895273020","0,00000001926768208178","0,00000029740916323105","0,00000000988811109973","0,00000000972705025023","0,00000011012959319020","0,00000003604766898607","0,00000328742621486818","0,00000210158526387465","0,00000284193934216102","0,00000162445766356373","0,00000245758558916994","0,00000001161952100165","0,00000246611527938469","0,00000001120628875575","0,00000096076135698038","0,00000555561348353546","0,00000184924252196072","0,00000532521161546806","0,00000075455150013832"
"-0,48190328258316855700","0,00000196951904248679","0,00000001924372583233","0,00000029620355956362","0,00000000994892205673","0,00000000967978861611","0,00000010955530706991","0,00000003586815269257","0,00000327595100506981","0,00000209429458408746","0,00000283333833514638","0,00000162169033374333","0,00000245623931171451","0,00000001173213250432","0,00000246026908396504","0,00000001126664586842","0,00000095716035917922","0,00000555431050634533","0,00000184661884057448","0,00000531017183008644","0,00000075255737503252"
