10h25m56s,79m;0,000000016383;0,000000010123;-0,175914318491;-0,047663269703;0,000000001565;-0,000000001565;0,000001916293;0,000000319993;0,799996005881;0,198819214687;0,000000010173;-0,000000008607;0,000004342043;0,000000877133;0,799996005881;0,190803524137;0,000000029735;-0,000000014867;0,000001302813;0,000000232353;0,799996005881;0,174772143039;0,000000010173;-0,000000006260;0,000001673718;0,000000448323;0,799996005881;0,184791756225;0,000000011737;-0,000000006260;0,000003449993;0,000000700288;0,799996005881;0,200823137324;0,000000016433;-0,000000011738;0,000003122908;0,000000529703;0,799996005881;0,178779988313;0,000000014085;-0,000000010173;0,000001330983;0,000000213573;0,797992083244;0,166756452490;0,000000008608;-0,000000006260;0,000001883428;0,000000324688;0,797992083244;0,176776065676;0,000000014867;-0,000000014085;0,000003104128;0,000000476493;0,799996005881;0,174772143039;0,000000015650;-0,000000016433;0,000000014818;0,000000010123;-0,145855478932;-0,009588739594;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;0,541489985667;-0,199961390139;0,000000001565;-0,000000001565;0,000000578218;0,000000244873;-0,003576971682;0,297011423915;0,000000037560;-0,000000041473;0,000003381133;0,000000615778;0,799996005881;0,264948661718;0,000000067295;-0,000000062600;0,000000014818;0,000000010123;-0,169902550579;-0,059686805527;0,000000001565;-0,000000001565;0,000004104163;0,000000814533;0,799996005881;0,272964352267;0,000000022693;-0,000000019562;0,000000639253;0,000000143148;0,799996005881;0,192807446775;0,000000012520;-0,000000007825;0,000000014818;0,000000008558;0,639682194896;-0,177918241129;0,000000001565;-0,000000000783;0,000000141583;0,000000038293;0,797992083244;0,220862363697;0,000000002348;-0,000000002348;0,000000154103;0,000000028903;0,789976392694;0,146717226116;0,000000002348;-0,000000002348
10h26m04s,00m;0,000000017948;0,000000010123;0,775948934233;-0,035639733879;0,000000001565;-0,000000001565;0,000001889688;0,000000321558;0,799996005881;0,194811369412;0,000000010955;-0,000000008607;0,000004299788;0,000000881828;0,799996005881;0,186795678863;0,000000032082;-0,000000015650;0,000001284033;0,000000233918;0,799996005881;0,184791756225;0,000000007825;-0,000000006260;0,000001665893;0,000000453018;0,799996005881;0,180783910951;0,000000010172;-0,000000007043;0,000003399913;0,000000698723;0,799996005881;0,210842750510;0,000000016432;-0,000000011738;0,000003079088;0,000000532833;0,799996005881;0,192807446775;0,000000014867;-0,000000010955;0,000001312203;0,000000213573;0,797992083244;0,178779988313;0,000000009390;-0,000000006260;0,000001853693;0,000000324688;0,799996005881;0,204830982599;0,000000017215;-0,000000012520;0,000003071263;0,000000473363;0,799996005881;0,182787833588;0,000000017215;-0,000000014867;0,000000014818;0,000000010123;-0,159882937393;-0,005580894319;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;-0,127820175196;-0,109784871460;0,000000001565;-0,000000001565;0,000000582913;0,000000244873;-0,023616198055;0,301019269190;0,000000049297;-0,000000044603;0,000003342008;0,000000622038;0,799996005881;0,250921203257;0,000000050863;-0,000000048515;0,000000014818;0,000000010123;-0,003576971682;0,307031037102;0,000000001565;-0,000000001565;0,000004047823;0,000000825488;0,799996005881;0,266952584355;0,000000022692;-0,000000021128;0,000000632993;0,000000141583;0,799996005881;0,164752529852;0,000000007825;-0,000000007043;0,000000014818;0,000000008558;0,120666231831;-0,199961390139;0,000000001565;-0,000000001565;0,000000136888;0,000000038293;0,795988160606;0,256932971169;0,000000003912;-0,000000003130;0,000000155668;0,000000030468;0,799996005881;0,092611314909;0,000000003130;-0,000000002348
10h26m11s,16m;0,000000016383;0,000000010123;-0,165894705305;-0,131828020470;0,000000001565;-0,000000001565;0,000001869343;0,000000323123;0,799996005881;0,200823137324;0,000000010955;-0,000000008608;0,000004248143;0,000000883393;0,799996005881;0,194811369412;0,000000027388;-0,000000015650;0,000001266818;0,000000235483;0,799996005881;0,196815292049;0,000000007043;-0,000000006260;0,000001642418;0,000000456148;0,799996005881;0,192807446775;0,000000013303;-0,000000007825;0,000003359223;0,000000703418;0,799996005881;0,222866286334;0,000000014867;-0,000000011738;0,000003043093;0,000000534398;0,799996005881;0,210842750510;0,000000014867;-0,000000011738;0,000001296553;0,000000213573;0,799996005881;0,198819214687;0,000000008607;-0,000000007825;0,000001831783;0,000000327818;0,799996005881;0,202827059961;0,000000017215;-0,000000012520;0,000003014923;0,000000471798;0,799996005881;0,186795678863;0,000000017215;-0,000000017997;0,000000014818;0,000000010123;-0,145855478932;-0,181926086403;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;-0,025620120693;-0,177918241129;0,000000001565;-0,000000001565;0,000000609518;0,000000257393;0,070568165898;0,307031037102;0,000000038342;-0,000000044602;0,000003312273;0,000000601693;0,799996005881;0,286991810728;0,000000077468;-0,000000050080;0,000000014818;0,000000010123;-0,091749567724;0,319054572925;0,000000001565;-0,000000001565;0,000004011828;0,000000822358;0,799996005881;0,288995733366;0,000000021910;-0,000000019562;0,000000629863;0,000000143148;0,799996005881;0,192807446775;0,000000009390;-0,000000007042;0,000000014818;0,000000008558;0,335085954024;-0,199961390139;0,000000001565;-0,000000001565;0,000000135323;0,000000038293;0,789976392694;0,311038882376;0,000000002348;-0,000000003130;0,000000152538;0,000000030468;0,799996005881;0,122670154469;0,000000002348;-0,000000002347
10h26m18s,36m;0,000000017948;0,000000010123;0,527462527206;-0,009588739594;0,000000001565;-0,000000001565;0,000001842738;0,000000318428;0,799996005881;0,214850595785;0,000000009390;-0,000000008608;0,000004218408;0,000000891218;0,799996005881;0,196815292049;0,000000028952;-0,000000021128;0,000001252733;0,000000235483;0,799996005881;0,198819214687;0,000000007043;-0,000000006260;0,000001636158;0,000000457713;0,799996005881;0,208838827873;0,000000016433;-0,000000007825;0,000003323228;0,000000712808;0,799996005881;0,238897667433;0,000000015650;-0,000000012520;0,000003010228;0,000000537528;0,799996005881;0,200823137324;0,000000013303;-0,000000011738;0,000001274643;0,000000215138;0,799996005881;0,196815292049;0,000000007825;-0,000000006260;0,000001803613;0,000000316863;0,799996005881;0,226874131609;0,000000017215;-0,000000012520;0,000002983623;0,000000468668;0,799996005881;0,194811369412;0,000000016433;-0,000000015650;0,000000014818;0,000000010123;-0,065698573439;-0,033635811242;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;-0,141847633657;-0,195953544864;0,000000001565;-0,000000001565;0,000000609518;0,000000244873;0,072572088536;0,311038882376;0,000000046168;-0,000000038342;0,000003266888;0,000000622038;0,799996005881;0,278976120179;0,000000055558;-0,000000063383;0,000000014818;0,000000010123;0,088603469634;-0,059686805527;0,000000001565;-0,000000001565;0,000003986788;0,000000836443;0,799996005881;0,297011423915;0,000000021910;-0,000000018780;0,000000620473;0,000000147843;0,797992083244;0,172768220402;0,000000015650;-0,000000007825;0,000000014818;0,000000008558;0,048525016888;-0,199961390139;0,000000001565;-0,000000001565;0,000000138453;0,000000036728;0,799996005881;0,274968274905;0,000000003130;-0,000000002348;0,000000147843;0,000000028903;0,797992083244;0,130685845018;0,000000002348;-0,000000002348
10h26m25s,43m;0,000000016383;0,000000010123;-0,179922163766;0,140705458204;0,000000002348;-0,000000001565;0,000001817698;0,000000323123;0,799996005881;0,218858441060;0,000000011738;-0,000000008607;0,000004179283;0,000000892783;0,799996005881;0,224870208972;0,000000037560;-0,000000017998;0,000001233953;0,000000235483;0,799996005881;0,204830982599;0,000000007043;-0,000000006260;0,000001620508;0,000000457713;0,799996005881;0,214850595785;0,000000010955;-0,000000007825;0,000003287233;0,000000722198;0,799996005881;0,242905512708;0,000000016432;-0,000000012520;0,000002974233;0,000000537528;0,799996005881;0,224870208972;0,000000014085;-0,000000010955;0,000001268383;0,000000216703;0,799996005881;0,206834905236;0,000000008607;-0,000000007043;0,000001806743;0,000000330948;0,799996005881;0,206834905236;0,000000017215;-0,000000013303;0,000002958583;0,000000471798;0,799996005881;0,204830982599;0,000000019562;-0,000000015650;0,000000014818;0,000000010123;-0,143851556294;-0,159882937393;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;-0,013596584869;-0,181926086403;0,000000001565;-0,000000001565;0,000000604823;0,000000246438;0,044517171613;0,309034959739;0,000000041472;-0,000000032082;0,000003229328;0,000000659598;0,799996005881;0,282983965454;0,000000061818;-0,000000049297;0,000000014818;0,000000010123;-0,149863324206;-0,131828020470;0,000000001565;-0,000000001565;0,000003930448;0,000000842703;0,799996005881;0,282983965454;0,000000021910;-0,000000018780;0,000000618908;0,000000149408;0,799996005881;0,190803524137;0,000000010955;-0,000000014085;0,000000014818;0,000000008558;0,793984237969;-0,199961390139;0,000000001565;-0,000000001565;0,000000135323;0,000000038293;0,797992083244;0,208838827873;0,000000002348;-0,000000002348;0,000000147843;0,000000030468;0,795988160606;0,132689767655;0,000000003130;-0,000000004695
10h26m32s,58m;0,000000016383;0,000000010123;-0,121808407284;0,194811369412;0,000000001565;-0,000000001565;0,000001805178;0,000000319993;0,799996005881;0,226874131609;0,000000011738;-0,000000009390;0,000004138593;0,000000897478;0,799996005881;0,218858441060;0,000000031300;-0,000000015650;0,000001222998;0,000000235483;0,799996005881;0,218858441060;0,000000007043;-0,000000006260;0,000001615813;0,000000465538;0,799996005881;0,206834905236;0,000000016433;-0,000000007825;0,000003255933;0,000000723763;0,799996005881;0,248917280619;0,000000015650;-0,000000011738;0,000002949193;0,000000535963;0,799996005881;0,222866286334;0,000000014867;-0,000000011738;0,000001263688;0,000000221398;0,799996005881;0,204830982599;0,000000008607;-0,000000006260;0,000001745708;0,000000327818;0,799996005881;0,220862363697;0,000000016433;-0,000000010173;0,000002910068;0,000000473363;0,799996005881;0,204830982599;0,000000019562;-0,000000016433;0,000000014818;0,000000010123;-0,195953544864;-0,165894705305;0,000000001565;-0,000000001565;0,000000013253;0,000000010123;-0,199961390139;-0,161886860030;0,000000001565;-0,000000001565;0,000000629863;0,000000258958;0,082591701722;0,341097721936;0,000000054775;-0,000000050863;0,000003196463;0,000000640818;0,799996005881;0,303023191827;0,000000059470;-0,000000061818;0,000000014818;0,000000010123;-0,135835865745;-0,019608352781;0,000000001565;-0,000000001565;0,000003905408;0,000000853658;0,799996005881;0,295007501278;0,000000021127;-0,000000017998;0,000000620473;0,000000149408;0,799996005881;0,182787833588;0,000000007825;-0,000000008607;0,000000014818;0,000000008558;0,299015346552;-0,197957467502;0,000000001565;-0,000000002348;0,000000135323;0,000000038293;0,795988160606;0,242905512708;0,000000002348;-0,000000002348;0,000000147843;0,000000030468;0,795988160606;0,152728994028;0,000000002348;-0,000000002348
10h26m39s,67m;0,000000016383;0,000000010123;-0,153871169481;0,090607392272;0,000000001565;-0,000000001565;0,000001784833;0,000000321558;0,799996005881;0,226874131609;0,000000012520;-0,000000009390;0,000004107293;0,000000903738;0,799996005881;0,208838827873;0,000000025823;-0,000000014867;0,000001208913;0,000000238613;0,799996005881;0,214850595785;0,000000006260;-0,000000006260;0,000001606423;0,000000463973;0,799996005881;0,226874131609;0,000000012520;-0,000000007043;0,000003227763;0,000000725328;0,799996005881;0,268956506993;0,000000014867;-0,000000011738;0,000002911633;0,000000535963;0,799996005881;0,224870208972;0,000000014867;-0,000000011738;0,000001230823;0,000000215138;0,799996005881;0,214850595785;0,000000008608;-0,000000007043;0,000001726928;0,000000326253;0,797992083244;0,248917280619;0,000000016433;-0,000000014085;0,000002889723;0,000000473363;0,799996005881;0,216854518422;0,000000021128;-0,000000014867;0,000000014818;0,000000010123;-0,065698573439;-0,199961390139;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;0,234889822158;-0,123812329921;0,000000001565;-0,000000002348;0,000000618908;0,000000271478;0,072572088536;0,367148716221;0,000000046950;-0,000000039907;0,000003177683;0,000000615778;0,799996005881;0,288995733366;0,000000058687;-0,000000048515;0,000000014818;0,000000010123;0,375164406770;-0,057682882890;0,000000001565;-0,000000000783;0,000003877238;0,000000848963;0,799996005881;0,309034959739;0,000000021910;-0,000000018780;0,000000618908;0,000000152538;0,799996005881;0,194811369412;0,000000007043;-0,000000003130;0,000000014818;0,000000008558;0,779956779508;-0,199961390139;0,000000001565;-0,000000001565;0,000000130628;0,000000038293;0,795988160606;0,240901590070;0,000000003130;-0,000000002348;0,000000147843;0,000000028903;0,797992083244;0,184791756225;0,000000002348;-0,000000002348
10h26m46s,79m;0,000000016383;0,000000010123;-0,143851556294;0,365144793584;0,000000001565;-0,000000001565;0,000001764488;0,000000319993;0,799996005881;0,230881976884;0,000000010173;-0,000000010173;0,000004079123;0,000000902173;0,799996005881;0,212846673148;0,000000018780;-0,000000014867;0,000001201088;0,000000238613;0,799996005881;0,218858441060;0,000000009390;-0,000000006260;0,000001595468;0,000000470233;0,799996005881;0,198819214687;0,000000009390;-0,000000007825;0,000003210548;0,000000737848;0,799996005881;0,250921203257;0,000000014867;-0,000000011738;0,000002877203;0,000000532833;0,799996005881;0,234889822158;0,000000014085;-0,000000010955;0,000001229258;0,000000215138;0,799996005881;0,216854518422;0,000000008607;-0,000000006260;0,000001731623;0,000000323123;0,799996005881;0,230881976884;0,000000017215;-0,000000011737;0,000002866248;0,000000473363;0,799996005881;0,212846673148;0,000000018780;-0,000000018780;0,000000014818;0,000000010123;-0,113792716734;-0,067702496076;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;-0,003576971682;-0,189941776952;0,000000001565;-0,000000001565;0,000000648643;0,000000276173;0,118662309194;0,343101644573;0,000000056340;-0,000000064947;0,000003157338;0,000000634558;0,799996005881;0,280980042817;0,000000068078;-0,000000049297;0,000000014818;0,000000010123;-0,057682882890;-0,195953544864;0,000000001565;-0,000000001565;0,000003847503;0,000000859918;0,799996005881;0,307031037102;0,000000022693;-0,000000018780;0,000000614213;0,000000152538;0,799996005881;0,198819214687;0,000000007825;-0,000000007043;0,000000014818;0,000000010123;0,679760647642;-0,195953544864;0,000000000783;-0,000000001565;0,000000129063;0,000000039858;0,795988160606;0,216854518422;0,000000003130;-0,000000002348;0,000000144713;0,000000028903;0,795988160606;0,170764297764;0,000000002348;-0,000000002348
10h26m53s,96m;0,000000017948;0,000000010123;0,665733189181;0,214850595785;0,000000001565;-0,000000001565;0,000001753533;0,000000318428;0,799996005881;0,240901590070;0,000000010173;-0,000000009390;0,000004054083;0,000000906868;0,799996005881;0,214850595785;0,000000020345;-0,000000014867;0,000001190133;0,000000237048;0,799996005881;0,230881976884;0,000000007043;-0,000000006260;0,000001593903;0,000000470233;0,799996005881;0,220862363697;0,000000015650;-0,000000007825;0,000003182378;0,000000730023;0,799996005881;0,270960429630;0,000000017215;-0,000000012520;0,000002859988;0,000000540658;0,799996005881;0,238897667433;0,000000015650;-0,000000011738;0,000001221433;0,000000215138;0,799996005881;0,234889822158;0,000000008607;-0,000000007825;0,000001695628;0,000000315298;0,799996005881;0,236893744796;0,000000014085;-0,000000013302;0,000002831818;0,000000470233;0,799996005881;0,228878054246;0,000000019562;-0,000000015650;0,000000014818;0,000000010123;-0,129824097833;-0,181926086403;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;0,345105567211;-0,189941776952;0,000000001565;-0,000000001565;0,000000659598;0,000000263653;0,130685845018;0,343101644573;0,000000058687;-0,000000072772;0,000003118213;0,000000643948;0,799996005881;0,315046727651;0,000000057905;-0,000000071208;0,000000014818;0,000000010123;-0,145855478932;-0,165894705305;0,000000001565;-0,000000001565;0,000003825593;0,000000848963;0,799996005881;0,309034959739;0,000000021910;-0,000000017998;0,000000606388;0,000000147843;0,799996005881;0,216854518422;0,000000014867;-0,000000006260;0,000000014818;0,000000010123;0,290999656003;-0,197957467502;0,000000001565;-0,000000001565;0,000000129063;0,000000039858;0,793984237969;0,236893744796;0,000000003130;-0,000000003130;0,000000146278;0,000000028903;0,789976392694;0,154732916666;0,000000002348;-0,000000002348
10h27m01s,11m;0,000000017948;0,000000011688;0,721843023026;-0,007584816957;0,000000001565;-0,000000001565;0,000001739448;0,000000319993;0,799996005881;0,240901590070;0,000000009390;-0,000000009390;0,000004029043;0,000000906868;0,799996005881;0,222866286334;0,000000026605;-0,000000016433;0,000001179178;0,000000238613;0,799996005881;0,238897667433;0,000000007043;-0,000000006260;0,000001592338;0,000000471798;0,799996005881;0,216854518422;0,000000011738;-0,000000007825;0,000003166728;0,000000747238;0,799996005881;0,268956506993;0,000000016433;-0,000000012520;0,000002841208;0,000000535963;0,799996005881;0,248917280619;0,000000016433;-0,000000011738;0,000001204218;0,000000215138;0,797992083244;0,226874131609;0,000000007043;-0,000000007043;0,000001692498;0,000000318428;0,799996005881;0,238897667433;0,000000014085;-0,000000012520;0,000002814603;0,000000473363;0,799996005881;0,222866286334;0,000000021910;-0,000000016433;0,000000014818;0,000000010123;-0,151867246843;-0,199961390139;0,000000001565;-0,000000000783;0,000000014818;0,000000010123;0,242905512708;-0,115796639372;0,000000001565;-0,000000001565;0,000000662728;0,000000260523;0,124674077106;0,351117335123;0,000000048515;-0,000000047733;0,000003097868;0,000000631428;0,799996005881;0,311038882376;0,000000079032;-0,000000075903;0,000000014818;0,000000010123;-0,115796639372;-0,169902550579;0,000000001565;-0,000000001565;0,000003817768;0,000000870873;0,799996005881;0,333082031387;0,000000025040;-0,000000017215;0,000000607953;0,000000155668;0,799996005881;0,202827059961;0,000000007825;-0,000000010955;0,000000014818;0,000000008558;0,305027114464;-0,199961390139;0,000000001565;-0,000000001565;0,000000129063;0,000000039858;-0,199961390139;0,268956506993;0,000000003130;-0,000000002348;0,000000141583;0,000000030468;0,797992083244;0,174772143039;0,000000002348;-0,000000002348
Number of Devices Configurations: 20
Fixed Source: Voltage Source 2
Fixed Source Value: 0,010000509846000
Variable Source: Voltage Source 1
Variable Source Sweep from -0,199961390139000  To 0,799996005881000 With 500 Steps
Display Measurement: 
ADC Gain: 10
Sense Resistor 1: 100
Sense Resistor 2: 998
Time to Wait After Each Sweep (ms): 1000
Delay after each Step inside sweep (us): 200
Number of ADC readings at each setpoint (for averages):  2
forward and backward sweep: FALSE

Start Time: 2025-03-30_11h56m33s,11m
TimeStamp;dev1 Max Value;dev1 Min Value;dev1X Max Value;dev1X Min Value;dev1 Max Slope;dev1 Min Slope;dev2 Max Value;dev2 Min Value;dev2X Max Value;dev2X Min Value;dev2 Max Slope;dev2 Min Slope;dev3 Max Value;dev3 Min Value;dev3X Max Value;dev3X Min Value;dev3 Max Slope;dev3 Min Slope;dev4 Max Value;dev4 Min Value;dev4X Max Value;dev4X Min Value;dev4 Max Slope;dev4 Min Slope;dev5 Max Value;dev5 Min Value;dev5X Max Value;dev5X Min Value;dev5 Max Slope;dev5 Min Slope;dev6 Max Value;dev6 Min Value;dev6X Max Value;dev6X Min Value;dev6 Max Slope;dev6 Min Slope;dev7 Max Value;dev7 Min Value;dev7X Max Value;dev7X Min Value;dev7 Max Slope;dev7 Min Slope;dev8 Max Value;dev8 Min Value;dev8X Max Value;dev8X Min Value;dev8 Max Slope;dev8 Min Slope;dev9 Max Value;dev9 Min Value;dev9X Max Value;dev9X Min Value;dev9 Max Slope;dev9 Min Slope;dev10 Max Value;dev10 Min Value;dev10X Max Value;dev10X Min Value;dev10 Max Slope;dev10 Min Slope;dev11 Max Value;dev11 Min Value;dev11X Max Value;dev11X Min Value;dev11 Max Slope;dev11 Min Slope;dev12 Max Value;dev12 Min Value;dev12X Max Value;dev12X Min Value;dev12 Max Slope;dev12 Min Slope;dev13 Max Value;dev13 Min Value;dev13X Max Value;dev13X Min Value;dev13 Max Slope;dev13 Min Slope;dev14 Max Value;dev14 Min Value;dev14X Max Value;dev14X Min Value;dev14 Max Slope;dev14 Min Slope;dev15 Max Value;dev15 Min Value;dev15X Max Value;dev15X Min Value;dev15 Max Slope;dev15 Min Slope;dev16 Max Value;dev16 Min Value;dev16X Max Value;dev16X Min Value;dev16 Max Slope;dev16 Min Slope;dev17 Max Value;dev17 Min Value;dev17X Max Value;dev17X Min Value;dev17 Max Slope;dev17 Min Slope;Dev 18 Max Value;Dev 18 Min Value;Dev 18X Max Value;Dev 18X Min Value;Dev 18 Max Slope;Dev 18 Min Slope;Dev 19 Max Value;Dev 19 Min Value;Dev 19X Max Value;Dev 19X Min Value;Dev 19 Max Slope;Dev 19 Min Slope;Dev 20 Max Value;Dev 20 Min Value;Dev 20X Max Value;Dev 20X Min Value;Dev 20 Max Slope;Dev 20 Min Slope
11h56m38s,89m;0,000000025773;0,000000010123;0,777952856871;-0,197957467502;0,000000001565;-0,000000001565;0,000002773913;0,000000612648;0,799996005881;-0,199961390139;0,000000009390;-0,000000001565;0,000005615953;0,000001650243;0,799996005881;-0,199961390139;0,000000016433;0,000000000783;0,000001972633;0,000000451453;0,799996005881;-0,199961390139;0,000000006260;0,000000000000;0,000001888123;0,000000714373;0,795988160606;-0,199961390139;0,000000005478;-0,000000000783;0,000005063508;0,000001288728;0,799996005881;-0,199961390139;0,000000014867;0,000000000783;0,000004700428;0,000001077453;0,799996005881;-0,199961390139;0,000000013303;0,000000000000;0,000002187038;0,000000432673;0,797992083244;-0,199961390139;0,000000008608;-0,000000001565;0,000002905373;0,000000603258;0,797992083244;-0,197957467502;0,000000017998;-0,000000007825;0,000004522018;0,000001052413;0,797992083244;-0,199961390139;0,000000017215;-0,000000003130;0,000000014818;0,000000010123;-0,081729954537;-0,049667192340;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;0,411235014242;-0,137839788382;0,000000001565;-0,000000001565;0,000000468668;0,000000197923;-0,151867246843;0,729858713575;0,000000014867;-0,000000014085;0,000004597138;0,000000914693;0,793984237969;-0,197957467502;0,000000026605;-0,000000020345;0,000000014818;0,000000010123;0,142709380842;-0,183930009040;0,000000001565;-0,000000001565;0,000005997813;0,000001183873;0,799996005881;-0,199961390139;0,000000018780;0,000000000000;0,000000072723;0,000000010123;0,797992083244;-0,189941776952;0,000000001565;-0,000000001565;0,000000019513;0,000000010123;0,747894017311;-0,197957467502;0,000000001565;-0,000000001565;0,000000287128;0,000000052378;0,779956779508;-0,199961390139;0,000000003912;-0,000000002348;0,000000014818;0,000000008558;0,098623082821;-0,145855478932;0,000000001565;-0,000000001565
11h56m45s,97m;0,000000024208;0,000000010123;0,783964624782;-0,197957467502;0,000000001565;-0,000000001565;0,000002759828;0,000000695593;0,799996005881;-0,199961390139;0,000000009390;0,000000000000;0,000005903913;0,000001772313;0,795988160606;-0,199961390139;0,000000016433;0,000000000000;0,000001997673;0,000000479623;0,799996005881;-0,199961390139;0,000000006260;0,000000000000;0,000001395148;0,000000473363;0,793984237969;-0,199961390139;0,000000009390;-0,000000003912;0,000005218443;0,000001362283;0,799996005881;-0,199961390139;0,000000013303;-0,000000000783;0,000004731728;0,000001108753;0,799996005881;-0,199961390139;0,000000012520;-0,000000000783;0,000002172953;0,000000448323;0,799996005881;-0,199961390139;0,000000008607;-0,000000004695;0,000002869378;0,000000598563;0,799996005881;-0,197957467502;0,000000018780;-0,000000010173;0,000004465678;0,000001046153;0,799996005881;-0,199961390139;0,000000020345;-0,000000007825;0,000000014818;0,000000010123;-0,139843711020;-0,093753490361;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;0,054536784800;-0,199961390139;0,000000001565;-0,000000001565;0,000000454583;0,000000193228;-0,107780948823;0,769937166321;0,000000014085;-0,000000011738;0,000004759898;0,000000927213;0,797992083244;-0,199961390139;0,000000027388;-0,000000014085;0,000000014818;0,000000010123;-0,189941776952;0,130685845018;0,000000001565;-0,000000001565;0,000006115188;0,000001160398;0,799996005881;-0,199961390139;0,000000019562;0,000000001565;0,000000066463;0,000000011688;0,797992083244;-0,199961390139;0,000000001565;-0,000000001565;0,000000019513;0,000000010123;0,725850868300;-0,199961390139;0,000000001565;-0,000000001565;0,000000287128;0,000000050813;0,799996005881;-0,199961390139;0,000000003130;-0,000000002348;0,000000014818;0,000000008558;0,002434796230;-0,167898627942;0,000000001565;-0,000000001565
11h56m53s,09m;0,000000022643;0,000000010123;0,699799874015;-0,199961390139;0,000000001565;-0,000000001565;0,000002733223;0,000000703418;0,799996005881;-0,199961390139;0,000000009390;-0,000000000783;0,000005891393;0,000001762923;0,799996005881;-0,199961390139;0,000000015650;0,000000000000;0,000001996108;0,000000478058;0,797992083244;-0,199961390139;0,000000006260;-0,000000001565;0,000001030503;0,000000340338;0,757913630497;-0,197957467502;0,000000007825;-0,000000009390;0,000005241918;0,000001334113;0,799996005881;-0,199961390139;0,000000014868;0,000000000783;0,000004727033;0,000001116578;0,799996005881;-0,199961390139;0,000000015650;0,000000001565;0,000002172953;0,000000437368;0,799996005881;-0,199961390139;0,000000009390;-0,000000003130;0,000002853728;0,000000582913;0,797992083244;-0,195953544864;0,000000017215;-0,000000007042;0,000004379603;0,000001022678;0,799996005881;-0,199961390139;0,000000024257;-0,000000003912;0,000000014818;0,000000010123;-0,017604430143;-0,077722109263;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;-0,101769180911;-0,155875092118;0,000000001565;-0,000000001565;0,000000454583;0,000000197923;-0,131828020470;0,779956779508;0,000000013303;-0,000000014867;0,000004708253;0,000000900608;0,799996005881;-0,199961390139;0,000000027387;-0,000000014085;0,000000014818;0,000000010123;-0,141847633657;-0,003576971682;0,000000001565;-0,000000001565;0,000006118318;0,000001116578;0,799996005881;-0,199961390139;0,000000019562;0,000000000783;0,000000063333;0,000000011688;0,799996005881;-0,185933931678;0,000000001565;-0,000000001565;0,000000017948;0,000000008558;0,699799874015;-0,157879014755;0,000000001565;-0,000000001565;0,000000287128;0,000000050813;0,799996005881;-0,199961390139;0,000000003912;-0,000000002347;0,000000014818;0,000000008558;0,184791756225;-0,171906473217;0,000000001565;-0,000000001565
11h57m00s,27m;0,000000022643;0,000000008558;0,721843023026;-0,177918241129;0,000000001565;-0,000000001565;0,000002714443;0,000000690898;0,797992083244;-0,199961390139;0,000000009390;-0,000000001565;0,000005816273;0,000001717538;0,799996005881;-0,199961390139;0,000000016432;0,000000000000;0,000001978893;0,000000470233;0,799996005881;-0,199961390139;0,000000006260;0,000000000000;0,000001007028;0,000000368508;0,799996005881;-0,191945699590;0,000000007825;-0,000000005478;0,000005235658;0,000001313768;0,797992083244;-0,199961390139;0,000000014085;-0,000000001565;0,000004689473;0,000001085278;0,799996005881;-0,199961390139;0,000000013303;0,000000000000;0,000002140088;0,000000427978;0,795988160606;-0,199961390139;0,000000007825;-0,000000003130;0,000002805213;0,000000592303;0,799996005881;-0,199961390139;0,000000027388;-0,000000017215;0,000004374908;0,000001014853;0,799996005881;-0,199961390139;0,000000018780;-0,000000004695;0,000000014818;0,000000010123;-0,141847633657;0,170764297764;0,000000001565;-0,000000001565;0,000000014818;0,000000010123;0,154732916666;-0,189941776952;0,000000001565;-0,000000001565;0,000000462408;0,000000190098;-0,131828020470;0,785968547420;0,000000014085;-0,000000013302;0,000004665998;0,000000861483;0,799996005881;-0,199961390139;0,000000032083;-0,000000021910;0,000000014818;0,000000010123;-0,049667192340;-0,001573049045;0,000000001565;-0,000000001565;0,000006101103;0,000001063368;0,799996005881;-0,199961390139;0,000000019563;-0,000000000783;0,000000060203;0,000000011688;0,799996005881;-0,199961390139;0,000000001565;-0,000000001565;0,000000017948;0,000000008558;0,679760647642;-0,195953544864;0,000000001565;-0,000000001565;0,000000279303;0,000000047683;0,799996005881;-0,199961390139;0,000000003913;-0,000000002348;0,000000014818;0,000000008558;0,050528939525;-0,199961390139;0,000000001565;-0,000000001565
