"-0,169902551","2,04183E-07","1,3253E-08","1,3253E-08.1","1,3253E-08.2","1,1688E-08","1,4818E-08","9,77293E-07","1,3253E-08.3","1,1688E-08.1","2,49691E-06","1,3253E-08.4","4,73363E-07","1,01955E-06","1,3253E-08.5","1,1688E-08.2","2,07749E-06","8,02013E-07","3,62248E-07","1,3253E-08.6","2,30285E-06"
"-0,013596585","2,24528E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,4818E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,49847E-06","1,3253E-08","4,79623E-07","1,02581E-06","1,3253E-08","1,1688E-08","2,10096E-06","8,02013E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"-0,011592662","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,49847E-06","1,3253E-08","4,81188E-07","1,02581E-06","1,1688E-08","1,1688E-08","2,10253E-06","8,05143E-07","3,63813E-07","1,3253E-08","2,31224E-06"
"-0,00958874","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,3253E-08","2,50004E-06","1,1688E-08","4,79623E-07","1,02581E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,05143E-07","3,63813E-07","1,3253E-08","2,31224E-06"
"-0,007584817","2,19833E-07","1,3253E-08","1,3253E-08","1,4818E-08","1,1688E-08","1,4818E-08","9,78858E-07","1,4818E-08","1,1688E-08","2,49847E-06","1,1688E-08","4,79623E-07","1,02581E-06","1,1688E-08","1,3253E-08","2,0994E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31067E-06"
"-0,005580894","2,21398E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50004E-06","1,3253E-08","4,81188E-07","1,02424E-06","1,3253E-08","1,4818E-08","2,10253E-06","8,05143E-07","3,65378E-07","1,4818E-08","2,3138E-06"
"-0,003576972","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,1688E-08","2,5016E-06","1,3253E-08","4,81188E-07","1,02581E-06","1,3253E-08","1,3253E-08","2,10096E-06","8,06708E-07","3,63813E-07","1,3253E-08","2,3138E-06"
"-0,001573049","2,21398E-07","1,3253E-08","1,4818E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,1688E-08","2,49847E-06","1,3253E-08","4,81188E-07","1,02581E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,06708E-07","3,65378E-07","1,1688E-08","2,31067E-06"
"0,000430874","2,21398E-07","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,49847E-06","1,1688E-08","4,79623E-07","1,02424E-06","1,3253E-08","1,3253E-08","2,10096E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31224E-06"
"0,00243479622977739495","2,19833E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,3253E-08","2,5016E-06","1,3253E-08","4,81188E-07","1,02424E-06","1,3253E-08","1,3253E-08","2,10096E-06","8,08273E-07","3,63813E-07","1,3253E-08","2,31224E-06"
"0,00443871886709202527","2,22963E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","1,3253E-08","9,77293E-07","1,4818E-08","1,3253E-08","2,50004E-06","1,3253E-08","4,79623E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10096E-06","8,03578E-07","3,63813E-07","1,3253E-08","2,31067E-06"
"0,00644264150440665602","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,4818E-08","1,3253E-08","2,50004E-06","1,3253E-08","4,81188E-07","1,02581E-06","1,4818E-08","1,3253E-08","2,10253E-06","8,06708E-07","3,60683E-07","1,3253E-08","2,31224E-06"
"0,00844656414172128591","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,50473E-06","1,3253E-08","4,79623E-07","1,02424E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,06708E-07","3,63813E-07","1,3253E-08","2,31224E-06"
"0,01045048677903591580","2,18268E-07","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","1,4818E-08","9,80423E-07","1,4818E-08","1,3253E-08","2,5016E-06","1,3253E-08","4,81188E-07","1,02581E-06","1,3253E-08","1,1688E-08","2,10409E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,31224E-06"
"0,01245440941635054740","2,21398E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,1688E-08","2,50473E-06","1,1688E-08","4,81188E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10096E-06","8,05143E-07","3,63813E-07","1,1688E-08","2,3138E-06"
"0,01445833205366517730","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,79623E-07","1,02581E-06","1,3253E-08","1,3253E-08","2,10409E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,01646225469097980720","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,1688E-08","1,3253E-08","2,50317E-06","1,3253E-08","4,81188E-07","1,02581E-06","1,3253E-08","1,3253E-08","2,10096E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,31224E-06"
"0,01846617732829443710","2,24528E-07","1,1688E-08","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,79623E-07","1,02581E-06","1,1688E-08","1,3253E-08","2,10096E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,31224E-06"
"0,02047009996560906690","2,24528E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,78858E-07","1,3253E-08","1,1688E-08","2,50317E-06","1,3253E-08","4,81188E-07","1,02894E-06","1,1688E-08","1,3253E-08","2,10253E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,02247402260292370030","2,24528E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,79623E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10409E-06","8,05143E-07","3,65378E-07","1,1688E-08","2,31537E-06"
"0,02447794524023833020","2,21398E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,1688E-08","4,81188E-07","1,02737E-06","1,3253E-08","1,1688E-08","2,10409E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,31224E-06"
"0,02648186787755296010","2,24528E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,4818E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,81188E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,03578E-07","3,65378E-07","1,3253E-08","2,31224E-06"
"0,02848579051486759000","2,24528E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50317E-06","1,3253E-08","4,82753E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,10096E-06","8,05143E-07","3,66943E-07","1,1688E-08","2,31224E-06"
"0,03048971315218221980","2,24528E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,4818E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,5063E-06","1,3253E-08","4,82753E-07","1,02894E-06","1,4818E-08","1,1688E-08","2,10409E-06","8,06708E-07","3,66943E-07","1,3253E-08","2,31224E-06"
"0,03249363578949684970","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,4818E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,50473E-06","1,3253E-08","4,84318E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,03449755842681147960","2,22963E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50317E-06","1,3253E-08","4,82753E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10566E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,03650148106412610950","2,22963E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50317E-06","1,1688E-08","4,81188E-07","1,02894E-06","1,4818E-08","1,1688E-08","2,10253E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,03850540370144073940","2,22963E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50004E-06","1,3253E-08","4,82753E-07","1,02581E-06","1,4818E-08","1,3253E-08","2,10409E-06","8,06708E-07","3,66943E-07","1,3253E-08","2,31537E-06"
"0,04050932633875536930","2,27658E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,4818E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,1688E-08","4,84318E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10409E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,04251324897606999910","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5016E-06","1,1688E-08","4,82753E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,10409E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31224E-06"
"0,04451717161338463600","2,26093E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,69468E-07","1,1688E-08","1,3253E-08","2,5016E-06","1,1688E-08","4,82753E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10566E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,04652109425069926590","2,29223E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,1688E-08","9,71033E-07","1,3253E-08","1,1688E-08","2,50317E-06","1,3253E-08","4,82753E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10566E-06","8,05143E-07","3,66943E-07","1,3253E-08","2,3138E-06"
"0,04852501688801389570","2,26093E-07","1,3253E-08","1,4818E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,71033E-07","1,3253E-08","1,4818E-08","2,50004E-06","1,3253E-08","4,82753E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,05143E-07","3,65378E-07","1,1688E-08","2,31537E-06"
"0,05052893952532852560","2,24528E-07","1,3253E-08","1,3253E-08","1,4818E-08","1,1688E-08","1,3253E-08","9,71033E-07","1,3253E-08","1,1688E-08","2,49847E-06","1,3253E-08","4,84318E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,05143E-07","3,65378E-07","1,1688E-08","2,3138E-06"
"0,05253286216264315550","2,29223E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,72598E-07","1,4818E-08","1,3253E-08","2,50004E-06","1,3253E-08","4,84318E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,0994E-06","8,06708E-07","3,63813E-07","1,3253E-08","2,31537E-06"
"0,05453678479995778540","2,27658E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,49847E-06","1,1688E-08","4,82753E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,05654070743727241530","2,30788E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,4818E-08","1,3253E-08","2,49847E-06","1,3253E-08","4,82753E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,06708E-07","3,63813E-07","1,3253E-08","2,31537E-06"
"0,05854463007458704520","2,27658E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50004E-06","1,3253E-08","4,82753E-07","1,0305E-06","1,3253E-08","1,1688E-08","2,10409E-06","8,06708E-07","3,65378E-07","1,1688E-08","2,31537E-06"
"0,06054855271190167500","2,24528E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,1688E-08","1,3253E-08","2,49847E-06","1,3253E-08","4,82753E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10253E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,06255247534921630490","2,29223E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,1688E-08","2,49691E-06","1,3253E-08","4,84318E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,10566E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,06455639798653094180","2,29223E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,49847E-06","1,3253E-08","4,84318E-07","1,0305E-06","1,1688E-08","1,3253E-08","2,10722E-06","8,06708E-07","3,65378E-07","1,1688E-08","2,31537E-06"
"0,06656032062384556470","2,26093E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,1688E-08","2,5016E-06","1,3253E-08","4,84318E-07","1,03207E-06","1,3253E-08","1,3253E-08","2,10879E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,3138E-06"
"0,06856424326116020150","2,24528E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,1688E-08","1,3253E-08","2,49847E-06","1,3253E-08","4,85883E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,11035E-06","8,06708E-07","3,65378E-07","1,4818E-08","2,31537E-06"
"0,07056816589847482450","2,26093E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50004E-06","1,4818E-08","4,84318E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,11192E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,07257208853578946130","2,24528E-07","1,4818E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5016E-06","1,3253E-08","4,82753E-07","1,02737E-06","1,3253E-08","1,3253E-08","2,10722E-06","8,06708E-07","3,63813E-07","1,1688E-08","2,31537E-06"
"0,07457601117310408420","2,22963E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5016E-06","1,3253E-08","4,84318E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,10879E-06","8,08273E-07","3,65378E-07","1,1688E-08","2,31537E-06"
"0,07657993381041872110","2,24528E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,1688E-08","2,49847E-06","1,3253E-08","4,84318E-07","1,02894E-06","1,1688E-08","1,3253E-08","2,11192E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,07858385644773334400","2,24528E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,1688E-08","9,78858E-07","1,1688E-08","1,1688E-08","2,5016E-06","1,1688E-08","4,85883E-07","1,02894E-06","1,1688E-08","1,3253E-08","2,11192E-06","8,08273E-07","3,63813E-07","1,3253E-08","2,31537E-06"
"0,08058777908504798080","2,24528E-07","1,4818E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,1688E-08","1,1688E-08","2,50004E-06","1,4818E-08","4,82753E-07","1,0305E-06","1,3253E-08","1,1688E-08","2,11035E-06","8,08273E-07","3,63813E-07","1,3253E-08","2,31537E-06"
"0,08259170172236260380","2,24528E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,5016E-06","1,3253E-08","4,85883E-07","1,0305E-06","1,4818E-08","1,3253E-08","2,10879E-06","8,08273E-07","3,63813E-07","1,3253E-08","2,3138E-06"
"0,08459562435967724060","2,26093E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,80423E-07","1,3253E-08","1,3253E-08","2,49847E-06","1,1688E-08","4,85883E-07","1,02894E-06","1,3253E-08","1,4818E-08","2,11192E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,31537E-06"
"0,08659954699699187740","2,26093E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50317E-06","1,3253E-08","4,85883E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,31693E-06"
"0,08860346963430650040","2,27658E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,49847E-06","1,3253E-08","4,85883E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,11192E-06","8,05143E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,09060739227162113720","2,29223E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50317E-06","1,3253E-08","4,84318E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11505E-06","8,06708E-07","3,66943E-07","1,1688E-08","2,31537E-06"
"0,09261131490893576010","2,27658E-07","1,1688E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,1688E-08","1,3253E-08","2,50317E-06","1,1688E-08","4,84318E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31693E-06"
"0,09461523754625039700","2,26093E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","9,78858E-07","1,1688E-08","1,1688E-08","2,50473E-06","1,3253E-08","4,84318E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,09661916018356501990","2,27658E-07","1,3253E-08","1,3253E-08","1,4818E-08","1,3253E-08","1,4818E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,5016E-06","1,3253E-08","4,84318E-07","1,0305E-06","1,3253E-08","1,1688E-08","2,11505E-06","8,06708E-07","3,66943E-07","1,3253E-08","2,31693E-06"
"0,09862308282087965670","2,27658E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,1688E-08","4,87448E-07","1,02894E-06","1,1688E-08","1,3253E-08","2,11505E-06","8,06708E-07","3,65378E-07","1,4818E-08","2,31537E-06"
"0,10062700545819428000","2,27658E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,4818E-08","2,50317E-06","1,3253E-08","4,87448E-07","1,0305E-06","1,1688E-08","1,3253E-08","2,11348E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,10263092809550891600","2,29223E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,85883E-07","1,02894E-06","1,3253E-08","1,1688E-08","2,11348E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,10463485073282353900","2,27658E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,1688E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,50473E-06","1,3253E-08","4,85883E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11035E-06","8,06708E-07","3,65378E-07","1,3253E-08","2,31537E-06"
"0,10663877337013817600","2,29223E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,85883E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,06708E-07","3,65378E-07","1,4818E-08","2,31693E-06"
"0,10864269600745279900","2,29223E-07","1,4818E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,85883E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11505E-06","8,08273E-07","3,66943E-07","1,1688E-08","2,31537E-06"
"0,11064661864476743600","2,29223E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,87448E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11035E-06","8,06708E-07","3,63813E-07","1,3253E-08","2,31537E-06"
"0,11265054128208205900","2,29223E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,1688E-08","4,85883E-07","1,02894E-06","1,1688E-08","1,1688E-08","2,10879E-06","8,08273E-07","3,66943E-07","1,1688E-08","2,31693E-06"
"0,11465446391939669600","2,29223E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,74163E-07","1,1688E-08","1,1688E-08","2,5063E-06","1,3253E-08","4,85883E-07","1,02894E-06","1,1688E-08","1,3253E-08","2,10722E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,31693E-06"
"0,11665838655671133300","2,30788E-07","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,1688E-08","4,85883E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,10566E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,11866230919402595600","2,30788E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,74163E-07","1,1688E-08","1,3253E-08","2,5063E-06","1,0123E-08","4,87448E-07","1,0305E-06","1,1688E-08","1,3253E-08","2,10879E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,31693E-06"
"0,12066623183134059200","2,32353E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,74163E-07","1,3253E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,87448E-07","1,0305E-06","1,3253E-08","1,1688E-08","2,11505E-06","8,08273E-07","3,66943E-07","1,1688E-08","2,31537E-06"
"0,12267015446865521500","2,33918E-07","1,3253E-08","1,4818E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,85883E-07","1,03207E-06","1,4818E-08","1,1688E-08","2,11192E-06","8,08273E-07","3,66943E-07","1,3253E-08","2,31693E-06"
"0,12467407710596985200","2,32353E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,3253E-08","1,1688E-08","2,50473E-06","1,1688E-08","4,87448E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,11348E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,31693E-06"
"0,12667799974328447500","2,30788E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,1688E-08","2,50473E-06","1,3253E-08","4,87448E-07","1,03207E-06","1,1688E-08","1,3253E-08","2,11348E-06","8,08273E-07","3,65378E-07","1,3253E-08","2,3185E-06"
"0,12868192238059911200","2,32353E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,1688E-08","1,1688E-08","2,50786E-06","1,3253E-08","4,85883E-07","1,0305E-06","1,3253E-08","1,1688E-08","2,11348E-06","8,09838E-07","3,66943E-07","1,3253E-08","2,3185E-06"
"0,13068584501791374900","2,32353E-07","1,3253E-08","1,4818E-08","1,3253E-08","1,1688E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,87448E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,11192E-06","8,11403E-07","3,65378E-07","1,3253E-08","2,31693E-06"
"0,13268976765522835800","2,33918E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,77293E-07","1,3253E-08","1,3253E-08","2,5063E-06","1,3253E-08","4,87448E-07","1,02894E-06","1,3253E-08","1,3253E-08","2,10879E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,31693E-06"
"0,13469369029254299500","2,32353E-07","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,3253E-08","1,4818E-08","2,5063E-06","1,3253E-08","4,87448E-07","1,0305E-06","1,1688E-08","1,1688E-08","2,10879E-06","8,09838E-07","3,65378E-07","1,1688E-08","2,3185E-06"
"0,13669761292985763100","2,32353E-07","1,3253E-08","1,1688E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,1688E-08","2,5063E-06","1,3253E-08","4,87448E-07","1,03207E-06","1,3253E-08","1,1688E-08","2,11192E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,31693E-06"
"0,13870153556717226800","2,33918E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,75728E-07","1,3253E-08","1,3253E-08","2,50943E-06","1,3253E-08","4,87448E-07","1,0305E-06","1,4818E-08","1,3253E-08","2,11505E-06","8,09838E-07","3,65378E-07","1,3253E-08","2,31693E-06"
"0,14070545820448687700","2,32353E-07","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,4818E-08","9,74163E-07","1,3253E-08","1,3253E-08","2,50786E-06","1,3253E-08","4,87448E-07","1,0305E-06","1,4818E-08","1,3253E-08","2,11505E-06","8,08273E-07","3,65378E-07","1,1688E-08","2,3185E-06"
"0,14270938084180151400","2,30788E-07","1,1688E-08","1,3253E-08","1,3253E-08","1,3253E-08","1,3253E-08","9,78858E-07","1,1688E-08","1,1688E-08","2,50317E-06","1,1688E-08","4,87448E-07","1,0305E-06","1,3253E-08","1,3253E-08","2,11505E-06","8,06708E-07","3,63813E-07","1,3253E-08","2,3185E-06"
"0,14471330347911615100","2,32353E-07","1,3253E-08","1,3253E-08","1,1688E-08","1,3253E-08","1,3253E-08","9,77293E-07","1,4818E-08","1,3253E-08","2,5063E-06","1,1688E-08","4,89013E-07","1,03207E-06","1,3253E-08","1,3253E-08","2,11505E-06","8,09838E-07","3,63813E-07","1,3253E-08","2,31693E-06"
